縣市,slid,海岸線,認養地段,認養單位,認養期間,網址
彰化縣,50,洋子厝溪出海口至顏厝,洋子厝溪出海口至顏厝1,鹿港新厝社區發展協會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=50&bllat=24.090872&bllng=120.434751&trlat=24.094190&trlng=120.437279
彰化縣,50,洋子厝溪出海口至顏厝,洋子厝溪出海口至顏厝2,鹿港新厝社區發展協會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=50&bllat=24.090872&bllng=120.434751&trlat=24.094190&trlng=120.437279
彰化縣,150,伸港鄉海尾至田尾排水,伸港鄉海尾至田尾排水2,樺勝環保事業股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=150&bllat=24.162780&bllng=120.465100&trlat=24.165745&trlng=120.467577
彰化縣,150,伸港鄉海尾至田尾排水,伸港鄉海尾至田尾排水1,樺勝環保事業股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=150&bllat=24.162780&bllng=120.465100&trlat=24.165745&trlng=120.467577
彰化縣,150,伸港鄉海尾至田尾排水,伸港鄉海尾至田尾排水3,樺勝環保事業股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=150&bllat=24.162780&bllng=120.465100&trlat=24.165745&trlng=120.467577
彰化縣,183,廟前排水至路上排水,廟前排水至路上排水2,台電海域風電施工處,2017-07~2018-06,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=183&bllat=23.912361&bllng=120.307674&trlat=23.915264&trlng=120.308447
彰化縣,124,田尾排水至蚵寮海岸,田尾排水至蚵寮海岸1,集合成環保科技股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=124&bllat=24.158749&bllng=120.450270&trlat=24.158821&trlng=120.455190
彰化縣,124,田尾排水至蚵寮海岸,田尾排水至蚵寮海岸1,樺勝環保事業股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=124&bllat=24.158749&bllng=120.450270&trlat=24.158821&trlng=120.455190
彰化縣,124,田尾排水至蚵寮海岸,田尾排水至蚵寮海岸3,樺勝環保事業股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=124&bllat=24.158749&bllng=120.450270&trlat=24.158821&trlng=120.455190
彰化縣,124,田尾排水至蚵寮海岸,田尾排水至蚵寮海岸4,樺勝環保事業股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=124&bllat=24.158749&bllng=120.450270&trlat=24.158821&trlng=120.455190
彰化縣,124,田尾排水至蚵寮海岸,田尾排水至蚵寮海岸5,樺勝環保事業股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=124&bllat=24.158749&bllng=120.450270&trlat=24.158821&trlng=120.455190
彰化縣,55,路上排水至新街管制站,,,,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=55&bllat=23.908545&bllng=120.305367&trlat=23.912440&trlng=120.307674
彰化縣,125,舊濁水溪出海口至福寶哨口,舊濁水溪出海口至福寶哨口1,彰化縣生態觀光休閒教育協會、彰化縣福寶生態導覽學會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=125&bllat=24.052506&bllng=120.397188&trlat=24.053988&trlng=120.401487
彰化縣,125,舊濁水溪出海口至福寶哨口,舊濁水溪出海口至福寶哨口2,彰化縣生態觀光休閒教育協會、彰化縣福寶生態導覽學會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=125&bllat=24.052506&bllng=120.397188&trlat=24.053988&trlng=120.401487
彰化縣,125,舊濁水溪出海口至福寶哨口,舊濁水溪出海口至福寶哨口3,福寶村辦事村,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=125&bllat=24.052506&bllng=120.397188&trlat=24.053988&trlng=120.401487
彰化縣,125,舊濁水溪出海口至福寶哨口,舊濁水溪出海口至福寶哨口4,福寶村辦事村,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=125&bllat=24.052506&bllng=120.397188&trlat=24.053988&trlng=120.401487
彰化縣,125,舊濁水溪出海口至福寶哨口,舊濁水溪出海口至福寶哨口5,福寶村辦事村,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=125&bllat=24.052506&bllng=120.397188&trlat=24.053988&trlng=120.401487
彰化縣,189,王功排水至永興海防哨口,王功排水至永興海防哨口1,彰化縣王功蚵藝文化協會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=189&bllat=23.964913&bllng=120.320826&trlat=23.967274&trlng=120.324669
彰化縣,189,王功排水至永興海防哨口,王功排水至永興海防哨口2,彰化縣王功蚵藝文化協會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=189&bllat=23.964913&bllng=120.320826&trlat=23.967274&trlng=120.324669
彰化縣,189,王功排水至永興海防哨口,王功排水至永興海防哨口3,彰化縣王功人文觀光美學會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=189&bllat=23.964913&bllng=120.320826&trlat=23.967274&trlng=120.324669
彰化縣,189,王功排水至永興海防哨口,王功排水至永興海防哨口4,彰化縣王功人文觀光美學會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=189&bllat=23.964913&bllng=120.320826&trlat=23.967274&trlng=120.324669
彰化縣,189,王功排水至永興海防哨口,王功排水至永興海防哨口5,彰化縣王功人文觀光美學會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=189&bllat=23.964913&bllng=120.320826&trlat=23.967274&trlng=120.324669
彰化縣,99,彰濱工業區內,彰濱工業區內2,財團法人彰濱秀傳紀念醫院、財團法人彰化私立秀和慈善事業基金會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=99&bllat=24.069312&bllng=120.408178&trlat=24.072997&trlng=120.410876
彰化縣,99,彰濱工業區內,彰濱工業區內6,財團法人彰濱秀傳紀念醫院、財團法人彰化私立秀和慈善事業基金會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=99&bllat=24.069312&bllng=120.408178&trlat=24.072997&trlng=120.410876
彰化縣,99,彰濱工業區內,彰濱工業區內7,財團法人彰濱秀傳紀念醫院、財團法人彰化私立秀和慈善事業基金會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=99&bllat=24.069312&bllng=120.408178&trlat=24.072997&trlng=120.410876
彰化縣,99,彰濱工業區內,彰濱工業區內3,itrieric的部落格,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=99&bllat=24.069312&bllng=120.408178&trlat=24.072997&trlng=120.410876
彰化縣,175,與線西鄉界至崙尾,,,,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=175&bllat=24.119559&bllng=120.437567&trlat=24.123960&trlng=120.438652
彰化縣,97,顏厝至彰濱工業區內,顏厝至彰濱工業區內1,新文欽五金企業股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=97&bllat=24.083964&bllng=120.425235&trlat=24.085806&trlng=120.429039
彰化縣,97,顏厝至彰濱工業區內,顏厝至彰濱工業區內3,新文欽五金企業股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=97&bllat=24.083964&bllng=120.425235&trlat=24.085806&trlng=120.429039
彰化縣,97,顏厝至彰濱工業區內,顏厝至彰濱工業區內2,新文欽五金企業股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=97&bllat=24.083964&bllng=120.425235&trlat=24.085806&trlng=120.429039
彰化縣,149,北漢寶至海尾哨口,,,,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=149&bllat=24.012442&bllng=120.355482&trlat=24.013803&trlng=120.355843
彰化縣,38,垃圾場至廢營區,垃圾場至廢營區1,日友環保科技股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=38&bllat=24.127057&bllng=120.416245&trlat=24.131532&trlng=120.416594
彰化縣,38,垃圾場至廢營區,垃圾場至廢營區2,日友環保科技股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=38&bllat=24.127057&bllng=120.416245&trlat=24.131532&trlng=120.416594
彰化縣,38,垃圾場至廢營區,垃圾場至廢營區3,日友環保科技股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=38&bllat=24.127057&bllng=120.416245&trlat=24.131532&trlng=120.416594
彰化縣,8,新寶排水出海口至後港溪,,,,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=8&bllat=23.988997&bllng=120.341504&trlat=23.990095&trlng=120.345869
新北市,145,六塊厝海岸,,,,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=145&bllat=25.234683&bllng=121.444844&trlat=25.238043&trlng=121.446532
新北市,143,龍洞地質公園停車場至龍安廟前海岸,龍洞地質公園停車場至龍安廟前海岸1,dupont的帳號,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=143&bllat=25.114015&bllng=121.912923&trlat=25.114132&trlng=121.913051
新北市,228,永興海岸(台2線35-36公里),永興海岸(台2線35-36公里)1,新北市金山區永興里辦公處,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=228&bllat=25.298178&bllng=121.576391&trlat=25.298188&trlng=121.576461
新北市,228,永興海岸(台2線35-36公里),永興海岸(台2線35-36公里)2,新北市金山區永興里辦公處,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=228&bllat=25.298178&bllng=121.576391&trlat=25.298188&trlng=121.576461
新北市,191,豐漁(水尾)漁港停車場前海岸,豐漁(水尾)漁港停車場前海岸1,台灣富士全錄股份有限公司,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=191&bllat=25.223554&bllng=121.648983&trlat=25.226048&trlng=121.651359
新北市,118,嘉寶沙灘,嘉寶沙灘2,家福股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=118&bllat=25.123774&bllng=121.325879&trlat=25.124250&trlng=121.330810
新北市,118,嘉寶沙灘,嘉寶沙灘1,家福股份有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=118&bllat=25.123774&bllng=121.325879&trlat=25.124250&trlng=121.330810
新北市,118,嘉寶沙灘,嘉寶沙灘1,第一銀行,2017-04~2017-12,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=118&bllat=25.123774&bllng=121.325879&trlat=25.124250&trlng=121.330810
新北市,118,嘉寶沙灘,嘉寶沙灘2,第一銀行,2017-04~2017-12,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=118&bllat=25.123774&bllng=121.325879&trlat=25.124250&trlng=121.330810
新北市,118,嘉寶沙灘,嘉寶沙灘3,達和環保股份有限公司(八里焚化廠),2017-05~2018-05,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=118&bllat=25.123774&bllng=121.325879&trlat=25.124250&trlng=121.330810
新北市,132,頂社(頂寮)海岸,頂社(頂寮)海岸3,環資國際有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=132&bllat=25.203660&bllng=121.668723&trlat=25.203665&trlng=121.668735
新北市,132,頂社(頂寮)海岸,頂社(頂寮)海岸4,環資國際有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=132&bllat=25.203660&bllng=121.668723&trlat=25.203665&trlng=121.668735
新北市,132,頂社(頂寮)海岸,頂社(頂寮)海岸2,環資國際有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=132&bllat=25.203660&bllng=121.668723&trlat=25.203665&trlng=121.668735
新北市,132,頂社(頂寮)海岸,頂社(頂寮)海岸1,環資國際有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=132&bllat=25.203660&bllng=121.668723&trlat=25.203665&trlng=121.668735
新北市,132,頂社(頂寮)海岸,頂社(頂寮)海岸1,統一超商-福委會-愛、自然社團,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=132&bllat=25.203660&bllng=121.668723&trlat=25.203665&trlng=121.668735
新北市,132,頂社(頂寮)海岸,頂社(頂寮)海岸1,第二核能發電廠,2017-07~2017-11,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=132&bllat=25.203660&bllng=121.668723&trlat=25.203665&trlng=121.668735
新北市,12,金山漁會前海灘地段海岸,金山漁會前海灘地段海岸1,新北市金山區衛生促進協會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=12&bllat=25.229891&bllng=121.646590&trlat=25.231430&trlng=121.648741
新北市,47,挖仔尾觀海長堤左側海岸,挖仔尾觀海長堤左側海岸1,香港商太吉採購服務亞洲股份有限公司台灣分公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=47&bllat=25.168564&bllng=121.419289&trlat=25.169292&trlng=121.422004
新北市,47,挖仔尾觀海長堤左側海岸,挖仔尾觀海長堤左側海岸1,行政院環境保護署,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=47&bllat=25.168564&bllng=121.419289&trlat=25.169292&trlng=121.422004
新北市,4,福隆里挖子海岸,福隆里挖子海岸2,ww5432000的帳號,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=4&bllat=25.020059&bllng=121.946783&trlat=25.021749&trlng=121.951011
新北市,4,福隆里挖子海岸,福隆里挖子海岸1,bjdsales的帳號,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=4&bllat=25.020059&bllng=121.946783&trlat=25.021749&trlng=121.951011
新北市,4,福隆里挖子海岸,福隆里挖子海岸1,樹中輔導小樹苗,2017-04~2018-05,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=4&bllat=25.020059&bllng=121.946783&trlat=25.021749&trlng=121.951011
新北市,225,大福煤礦至蝙蝠洞公園,大福煤礦至蝙蝠洞公園2,新北市三重救生會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=225&bllat=25.126854&bllng=121.831220&trlat=25.126889&trlng=121.831341
新北市,225,大福煤礦至蝙蝠洞公園,大福煤礦至蝙蝠洞公園3,新北市三重救生會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=225&bllat=25.126854&bllng=121.831220&trlat=25.126889&trlng=121.831341
新北市,225,大福煤礦至蝙蝠洞公園,大福煤礦至蝙蝠洞公園1,新北市三重救生會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=225&bllat=25.126854&bllng=121.831220&trlat=25.126889&trlng=121.831341
新北市,82,和美里龍洞灣海岸(龍洞漁港至和美國小),和美里龍洞灣海岸(龍洞漁港至和美國小)2,Singapore,2017-06~2018-06,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=82&bllat=25.111880&bllng=121.916152&trlat=25.113033&trlng=121.919460
新北市,129,中角沙珠灣海岸,中角沙珠灣海岸1,新北市金山區萬壽里辦公處,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=129&bllat=25.232289&bllng=121.640878&trlat=25.232297&trlng=121.640893
新北市,129,中角沙珠灣海岸,中角沙珠灣海岸2,新北市金山區萬壽里辦公處,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=129&bllat=25.232289&bllng=121.640878&trlat=25.232297&trlng=121.640893
新北市,129,中角沙珠灣海岸,中角沙珠灣海岸3,新北市金山區萬壽里辦公處,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=129&bllat=25.232289&bllng=121.640878&trlat=25.232297&trlng=121.640893
新北市,129,中角沙珠灣海岸,中角沙珠灣海岸3,財團法人福智佛教基金會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=129&bllat=25.232289&bllng=121.640878&trlat=25.232297&trlng=121.640893
新北市,129,中角沙珠灣海岸,中角沙珠灣海岸2,財團法人福智佛教基金會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=129&bllat=25.232289&bllng=121.640878&trlat=25.232297&trlng=121.640893
新北市,129,中角沙珠灣海岸,中角沙珠灣海岸1,財團法人福智佛教基金會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=129&bllat=25.232289&bllng=121.640878&trlat=25.232297&trlng=121.640893
新北市,129,中角沙珠灣海岸,中角沙珠灣海岸2,里仁公司,2017-05~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=129&bllat=25.232289&bllng=121.640878&trlat=25.232297&trlng=121.640893
新北市,129,中角沙珠灣海岸,中角沙珠灣海岸1,統一超商-福委會-愛、自然社團,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=129&bllat=25.232289&bllng=121.640878&trlat=25.232297&trlng=121.640893
新北市,112,龜吼海岸,龜吼海岸3,環科工程,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=112&bllat=25.182166&bllng=121.689808&trlat=25.182190&trlng=121.689827
新北市,112,龜吼海岸,龜吼海岸2,統一超商-福委會-愛、自然社團,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=112&bllat=25.182166&bllng=121.689808&trlat=25.182190&trlng=121.689827
新北市,112,龜吼海岸,龜吼海岸1,環境守望網絡,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=112&bllat=25.182166&bllng=121.689808&trlat=25.182190&trlng=121.689827
新北市,181,野柳進水口至野柳隧道海岸,野柳進水口至野柳隧道海岸1,環資國際有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=181&bllat=25.201806&bllng=121.676096&trlat=25.203703&trlng=121.679855
新北市,181,野柳進水口至野柳隧道海岸,野柳進水口至野柳隧道海岸2,環資國際有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=181&bllat=25.201806&bllng=121.676096&trlat=25.203703&trlng=121.679855
新北市,181,野柳進水口至野柳隧道海岸,野柳進水口至野柳隧道海岸3,環資國際有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=181&bllat=25.201806&bllng=121.676096&trlat=25.203703&trlng=121.679855
新北市,181,野柳進水口至野柳隧道海岸,野柳進水口至野柳隧道海岸4,環資國際有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=181&bllat=25.201806&bllng=121.676096&trlat=25.203703&trlng=121.679855
新北市,223,福隆里卯澳灣海岸,福隆里卯澳灣海岸1,friendlyseed的帳號,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=223&bllat=25.012283&bllng=121.989484&trlat=25.016143&trlng=121.990877
新北市,70,蝙蝠洞公園至金石園海岸,蝙蝠洞公園至金石園海岸1,新北市瑞芳區體育會早泳委員會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=70&bllat=25.128112&bllng=121.841156&trlat=25.128115&trlng=121.841211
新北市,70,蝙蝠洞公園至金石園海岸,蝙蝠洞公園至金石園海岸2,新北市瑞芳區體育會早泳委員會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=70&bllat=25.128112&bllng=121.841156&trlat=25.128115&trlng=121.841211
新北市,228,永興海岸(台2縣35-36公里),永興海岸(台2線35-36公里)1,新北市金山區永興里辦公處,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=228&bllat=25.298178&bllng=121.576391&trlat=25.298188&trlng=121.576461
新北市,228,永興海岸(台2縣35-36公里),永興海岸(台2線35-36公里)2,新北市金山區永興里辦公處,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=228&bllat=25.298178&bllng=121.576391&trlat=25.298188&trlng=121.576461
新北市,220,下員坑海岸,下員坑海岸2,財團法人台灣綜合研究院,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=220&bllat=25.280037&bllng=121.505442&trlat=25.282341&trlng=121.509511
新北市,220,下員坑海岸,下員坑海岸3,財團法人台灣綜合研究院,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=220&bllat=25.280037&bllng=121.505442&trlat=25.282341&trlng=121.509511
新北市,107,萬里海灘海岸,萬里海灘海岸1,環科工程,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=107&bllat=25.180440&bllng=121.693679&trlat=25.180442&trlng=121.693679
新北市,27,下社(下寮)海岸,下社(下寮)海岸3,環資國際有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=27&bllat=25.211833&bllng=121.657085&trlat=25.211843&trlng=121.657094
新北市,27,下社(下寮)海岸,下社(下寮)海岸2,環資國際有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=27&bllat=25.211833&bllng=121.657085&trlat=25.211843&trlng=121.657094
新北市,27,下社(下寮)海岸,下社(下寮)海岸1,環資國際有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=27&bllat=25.211833&bllng=121.657085&trlat=25.211843&trlng=121.657094
新北市,27,下社(下寮)海岸,下社(下寮)海岸1,無,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=27&bllat=25.211833&bllng=121.657085&trlat=25.211843&trlng=121.657094
新北市,56,大田寮底海岸,,,,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=56&bllat=25.270374&bllng=121.483791&trlat=25.272423&trlng=121.488215
新北市,139,金山青年活動中心前海岸,金山青年活動中心前海岸1,新北市金山休閒觀光協會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=139&bllat=25.230745&bllng=121.646123&trlat=25.230750&trlng=121.646129
新北市,121,一線天地段海岸,一線天地段海岸1,新北市金山區豐漁里辦公處,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=121&bllat=25.229125&bllng=121.652716&trlat=25.229128&trlng=121.652725
新北市,77,榮興海岸,榮興海岸2,新北市瑞芳區體育會長青登山委員會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=77&bllat=25.134231&bllng=121.802512&trlat=25.136341&trlng=121.806580
新北市,77,榮興海岸,榮興海岸1,新北市瑞芳區體育會長青登山委員會,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=77&bllat=25.134231&bllng=121.802512&trlat=25.136341&trlng=121.806580
新北市,77,榮興海岸,榮興海岸2,新店垃圾焚化廠,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=77&bllat=25.134231&bllng=121.802512&trlat=25.136341&trlng=121.806580
新北市,77,榮興海岸,榮興海岸3,新店垃圾焚化廠,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=77&bllat=25.134231&bllng=121.802512&trlat=25.136341&trlng=121.806580
新北市,77,榮興海岸,榮興海岸1,新店垃圾焚化廠,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=77&bllat=25.134231&bllng=121.802512&trlat=25.136341&trlng=121.806580
新北市,77,榮興海岸,榮興海岸1,quinnhung的帳號,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=77&bllat=25.134231&bllng=121.802512&trlat=25.136341&trlng=121.806580
新北市,77,榮興海岸,榮興海岸2,quinnhung的帳號,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=77&bllat=25.134231&bllng=121.802512&trlat=25.136341&trlng=121.806580
新北市,77,榮興海岸,榮興海岸3,quinnhung的帳號,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=77&bllat=25.134231&bllng=121.802512&trlat=25.136341&trlng=121.806580
新北市,77,榮興海岸,榮興海岸1,新店垃圾焚化廠,2017-04~2021-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=77&bllat=25.134231&bllng=121.802512&trlat=25.136341&trlng=121.806580
新北市,77,榮興海岸,榮興海岸1,新北市新店垃圾焚化廠,2017-04~2021-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=77&bllat=25.134231&bllng=121.802512&trlat=25.136341&trlng=121.806580
新北市,77,榮興海岸,榮興海岸2,新北市新店垃圾焚化廠,2017-04~2021-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=77&bllat=25.134231&bllng=121.802512&trlat=25.136341&trlng=121.806580
新北市,77,榮興海岸,榮興海岸3,新北市新店垃圾焚化廠,2017-04~2021-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=77&bllat=25.134231&bllng=121.802512&trlat=25.136341&trlng=121.806580
新北市,20,和美里和美海岸,,,,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=20&bllat=25.082618&bllng=121.913620&trlat=25.085706&trlng=121.916062
新北市,128,石碇溪步道海岸(含尖山腳街),,,,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=128&bllat=25.050598&bllng=121.928802&trlat=25.052965&trlng=121.930175
新北市,65,洲子灣海岸,洲子灣海岸1,淡水莊園有限公司,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=65&bllat=25.217234&bllng=121.437893&trlat=25.220701&trlng=121.440932
新北市,65,洲子灣海岸,洲子灣海岸1,暖心工作坊,2017-04~2018-04,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=65&bllat=25.217234&bllng=121.437893&trlat=25.220701&trlng=121.440932
新北市,21,瑞濱入水口至出水口海岸,瑞濱入水口至出水口海岸1,中華民國紅十字會台灣省分會三重同心救難隊,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=21&bllat=25.121157&bllng=121.820728&trlat=25.122057&trlng=121.825054
新北市,21,瑞濱入水口至出水口海岸,瑞濱入水口至出水口海岸2,中華民國紅十字會台灣省分會三重同心救難隊,2017-03~2018-03,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=21&bllat=25.121157&bllng=121.820728&trlat=25.122057&trlng=121.825054
新北市,206,羊調子海岸,羊調子海岸1,chiu0000的部落格,2017-03~2020-02,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?slid=206&bllat=25.202386&bllng=121.423473&trlat=25.205847&trlng=121.426628
